,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
2331,Yang Erzhu,Yang,yang-erzhu,no-pic,17.891,70.0,real estate,Real Estate,M,China,1639104902515,,,1399.263,2178.0,2178.0,,1608.0,1513.0,1400.0,,,,
2332,Yuan Fugen,Yuan,yuan-fugen,no-pic,89.85,71.0,metal processing,Manufacturing,M,China,1639104902515,,,2398.312,1408.0,1408.0,,1609.0,1513.0,1400.0,,,,
2333,David Zalik,Zalik,david-zalik,no-pic,-0.731,47.0,financial technology,Technology,M,United States,1639104902515,GA,Georgia,2015.487,1631.0,1631.0,//specials-images.forbesimg.com/imageserve/59e786c6a7ea436b47b40253/416x416.jpg?background=000000&cropX1=1071&cropX2=2905&cropY1=1106&cropY2=2941,1610.0,1513.0,1400.0,"CEO, GreenSky",False,,
2334,Clayton Zekelman,Zekelman,clayton-zekelman,no-pic,0.0,52.0,steel,Manufacturing,M,Canada,1639104902515,,,1446.0,2137.0,2137.0,,1611.0,1513.0,1400.0,,,,
2335,Zhang Yuanlin,Zhang,zhang-yuanlin,no-pic,,45.0,real estate,Real Estate,M,China,1604523253194,,,,,,,1612.0,1513.0,1400.0,,,,
2336,Antti Aarnio-Wihuri,Aarnio-Wihuri,antti-aarnio-wihuri,no-pic,-4.151,81.0,diversified,Diversified,M,Finland,1639104902515,,,1372.496,2217.0,2217.0,//specials-images.forbesimg.com/imageserve/58b739304bbe6f0e5587d172/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=176&cropY2=920,1613.0,1613.0,1300.0,,,,
2337,Rajendra Agarwal,Agarwal,rajendra-agarwal-1,no-pic,0.0,62.0,pharmaceuticals,Healthcare,M,India,1639104902515,,,2558.102,1323.0,1325.0,,1614.0,1613.0,1300.0,,,,
2338,Kutayba Alghanim,Alghanim,kutayba-alghanim,kutayba-alghanim,,76.0,diversified,Diversified,M,Kuwait,1603907319035,,,,,,//specials-images.forbesimg.com/imageserve/58d3cbeb4bbe6f0e5589280b/416x416.jpg?background=000000&cropX1=0&cropX2=1497&cropY1=57&cropY2=1554,1615.0,1613.0,1300.0,,,,
2339,Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,0.0,73.0,"forestry, mining",Diversified,M,Chile,1639104902515,,,1571.103,1996.0,1996.0,//specials-images.forbesimg.com/imageserve/5a67596fa7ea4316901185cf/416x416.jpg?background=000000&cropX1=1582&cropX2=3501&cropY1=204&cropY2=2122,1616.0,1613.0,1300.0,,,,
2340,Mika Anttonen,Anttonen,mika-anttonen,no-pic,0.0,54.0,oil & gas,Energy,M,Finland,1639104902515,,,1214.597,2401.0,2401.0,//specials-images.forbesimg.com/imageserve/58b061b1a7ea431f321a1929/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823,1617.0,1613.0,1300.0,,,,
2341,Carlos Ardila Lülle,Ardila Lülle,carlos-ardila-lulle,carlos-ardila-lulle,,91.0,"soft drinks, diversified",Food & Beverage,M,Colombia,1628868213499,,,,,,//specials-images.forbesimg.com/imageserve/5a985de531358e79a28abaee/416x416.jpg?background=000000&cropX1=0&cropX2=2348&cropY1=45&cropY2=2394,1618.0,1613.0,1300.0,,,,
2342,Lesley Bamberger,Bamberger,lesley-bamberger,no-pic,0.0,56.0,real estate,Real Estate,M,Netherlands,1639104902515,,,1552.379,2012.0,2012.0,//specials-images.forbesimg.com/imageserve/58a380994bbe6f0e5586cf65/416x416.jpg?background=000000&cropX1=129&cropX2=712&cropY1=135&cropY2=718,1619.0,1613.0,1300.0,,,,
2343,Elena Baturina,Baturina,elena-baturina,elena-baturina,0.0,58.0,"investments, real estate",Construction & Engineering,F,Russia,1639104902515,,,1293.0,2297.0,2297.0,//specials-images.forbesimg.com/imageserve/5c71d32531358e35dd26fa5d/416x416.jpg?background=000000&cropX1=465&cropX2=2053&cropY1=177&cropY2=1764,1620.0,1613.0,1300.0,,,,
2344,Banwari Lal Bawri,Bawri,banwari-lal-bawri,no-pic,0.0,68.0,pharmaceuticals,Healthcare,M,India,1639104902515,,,2558.102,1323.0,1323.0,,1621.0,1613.0,1300.0,,,,
2345,Girdhari Lal Bawri,Bawri,girdhari-lal-bawri,no-pic,0.0,74.0,pharmaceuticals,Healthcare,M,India,1639104902515,,,2558.102,1323.0,1324.0,https://specials-images.forbesimg.com/imageserve/60401fd746275cec21413b67/416x416.jpg?background=000000&cropX1=22&cropX2=1137&cropY1=74&cropY2=1189,1622.0,1613.0,1300.0,,,,
2346,Wilhelm Beier,Beier,wilhelm-beier,no-pic,47.551,65.0,pharmaceuticals,Healthcare,M,Germany,1639104902515,,,3881.395,831.0,831.0,//specials-images.forbesimg.com/imageserve/5e763abdd8e1ae0007b71cd8/416x416.jpg?background=000000&cropX1=356&cropX2=3110&cropY1=462&cropY2=3218,1623.0,1613.0,1300.0,,,,
2347,Vladimir Bogdanov,Bogdanov,vladimir-bogdanov,vladimir-bogdanov,14.043,70.0,oil,Energy,M,Russia,1639104902515,,,2014.347,1633.0,1633.0,//specials-images.forbesimg.com/imageserve/5e779103d8e1ae0007b72ee5/416x416.jpg?background=000000&cropX1=963&cropX2=3864&cropY1=0&cropY2=2904,1624.0,1613.0,1300.0,,,,
2348,Ana Maria Brescia Cafferata,Brescia Cafferata,ana-maria-brescia-cafferata,no-pic-female,0.0,97.0,"mining, banking",Diversified,F,Peru,1639104902515,,,1346.0,2239.0,2239.0,,1625.0,1613.0,1300.0,,,,
2349,Paolo Bulgari,Bulgari,paolo-bulgari,paolo-bulgari,1.191,84.0,luxury goods,Fashion & Retail,M,Italy,1639104902515,,,1517.023,2044.0,2044.0,//specials-images.forbesimg.com/imageserve/589faa694bbe6f0e55868f1c/416x416.jpg?background=000000&cropX1=184&cropX2=694&cropY1=56&cropY2=567,1626.0,1613.0,1300.0,,,,
2350,Amit Burman,Burman,amit-burman,amit-burman,12.785,52.0,consumer goods,Food & Beverage,M,India,1639104902515,,,1735.513,1847.0,1847.0,//specials-images.forbesimg.com/imageserve/5e765dcb10380d0006fbb1c4/416x416.jpg?background=000000&cropX1=998&cropX2=2236&cropY1=63&cropY2=1302,1627.0,1613.0,1300.0,,,,
2351,Chao Teng-hsiung,Chao,chao-teng-hsiung,chao-teng-hsiung,11.172,77.0,real estate,Real Estate,M,Taiwan,1639104902515,,,2146.906,1555.0,1555.0,https://specials-images.forbesimg.com/imageserve/6091c8a1a69315da50a65df5/416x416.jpg?background=000000&cropX1=8&cropX2=1792&cropY1=8&cropY2=1792,1628.0,1613.0,1300.0,,,,
2352,Cheng Lili,Cheng,cheng-lili,no-pic,44.627,56.0,poultry breeding,Food & Beverage,M,China,1639104902515,,,1257.348,2343.0,2343.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1629.0,1613.0,1300.0,,,,
2353,Chin Jong Hwa,Chin,chin-jong-hwa,chin-jong-hwa,75.036,63.0,auto parts,Automotive,M,Taiwan,1639104902515,,,2286.162,1465.0,1465.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1630.0,1613.0,1300.0,,,,
2354,Daniel Chiu,Chiu,daniel-chiu,no-pic,,61.0,oil & gas,Energy,M,Hong Kong,1614191771461,,,,,,//specials-images.forbesimg.com/imageserve/5e3b38098b6cf300071df45c/416x416.jpg?background=000000&cropX1=337&cropX2=1080&cropY1=206&cropY2=950,1631.0,1613.0,1300.0,,,,
2355,Turgay Ciner,Ciner,turgay-ciner,turgay-ciner,,65.0,diversified,Diversified,M,Turkey,1617670424608,,,,,,//specials-images.forbesimg.com/imageserve/5c725c0aa7ea4310004353c9/416x416.jpg?background=000000&cropX1=272&cropX2=1487&cropY1=39&cropY2=1255,1632.0,1613.0,1300.0,,,,
2356,Jack Cockwell,Cockwell,jack-cockwell,no-pic,-3.525,80.0,"real estate, private equity",Finance & Investments,M,Canada,1639104902515,,,2126.499,1573.0,1573.0,//specials-images.forbesimg.com/imageserve/5c6dad7ca7ea43100042f171/416x416.jpg?background=000000&cropX1=53&cropX2=2773&cropY1=4&cropY2=2725,1633.0,1613.0,1300.0,,,,
2357,Jim Crane,Crane,jim-crane,no-pic,0.0,67.0,"logistics, baseball",Sports,M,United States,1639104902515,TX,Texas,1351.0,2234.0,2234.0,//specials-images.forbesimg.com/imageserve/5e134e634e291700061a8b06/416x416.jpg?background=000000&cropX1=206&cropX2=2525&cropY1=44&cropY2=2364,1634.0,1613.0,1300.0,,,,
2358,Brunello Cucinelli,Cucinelli,brunello-cucinelli,brunello-cucinelli,-3.93,68.0,fashion,Fashion & Retail,M,Italy,1639104902515,,,2497.815,1354.0,1354.0,//specials-images.forbesimg.com/imageserve/5e76d2d3d8e1ae0007b72603/416x416.jpg?background=000000&cropX1=380&cropX2=2885&cropY1=15&cropY2=2519,1635.0,1613.0,1300.0,,,,
2359,Alexandra Daitch,Daitch,alexandra-daitch,no-pic-female,0.0,58.0,Cargill,Food & Beverage,F,United States,1639104902515,CT,Connecticut,2204.216,1516.0,1516.0,,1636.0,1613.0,1300.0,,,,
2360,Sol Daurella,Daurella,sol-daurella,no-pic-female,-26.03,55.0,Coca-Cola,Food & Beverage,F,Spain,1639104902515,,,2031.499,1620.0,1620.0,//specials-images.forbesimg.com/imageserve/5e77bfc4d8e1ae0007b7351b/416x416.jpg?background=000000&cropX1=1114&cropX2=3885&cropY1=121&cropY2=2893,1637.0,1613.0,1300.0,,,,
2361,Darwin Deason,Deason,darwin-deason,darwin-deason,0.0,81.0,Xerox,Service,M,United States,1639104902515,TX,Texas,1373.0,2215.0,2215.0,https://specials-images.forbesimg.com/imageserve/5c6d108aa0562eb2d1cc12c2f9b4a345/416x416.jpg?background=000000&cropX1=191&cropX2=1035&cropY1=0&cropY2=845,1638.0,1613.0,1300.0,,,,
2362,Deng Hui,Deng,deng-hui,no-pic,-5.224,59.0,software,Technology,M,United States,1639104902515,,,1014.332,2636.0,2636.0,,1639.0,1613.0,1300.0,,,,
2363,Daniel Dines,Dines,daniel-dines,no-pic,-72.276,49.0,software,Technology,M,Romania,1639104902515,NY,New York,5222.398,584.0,584.0,//specials-images.forbesimg.com/imageserve/5e8b624dc095010007bffe4e/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1123&cropY2=5126,1640.0,1613.0,1300.0,,,,
2364,David Harding,Harding,david-harding,david-harding,0.0,60.0,finance,Finance & Investments,M,United Kingdom,1639104902515,,,1016.739,2634.0,2634.0,//specials-images.forbesimg.com/imageserve/5e77ee2bc7b02d000666e185/416x416.jpg?background=000000&cropX1=485&cropX2=2975&cropY1=6&cropY2=2496,1641.0,1613.0,1300.0,"Chairman & Head of Research, Winton Capital Management",False,,
2365,Ayman Hariri,Hariri,ayman-hariri,ayman-hariri,0.0,43.0,"construction, investments",Construction & Engineering,M,Lebanon,1639104902515,,,1337.67,2254.0,2254.0,//specials-images.forbesimg.com/imageserve/5e76eb7210380d0006fbb92c/416x416.jpg?background=000000&cropX1=84&cropX2=847&cropY1=64&cropY2=827,1642.0,1613.0,1300.0,,,,
2366,Ilkka Herlin,Herlin,ilkka-herlin,ilkka-herlin,-11.848,62.0,"elevators, escalators",Manufacturing,M,Finland,1639104902515,,,1934.426,1680.0,1680.0,//specials-images.forbesimg.com/imageserve/5a7de14a4bbe6f2652f51f1e/416x416.jpg?background=000000&cropX1=136&cropX2=1278&cropY1=43&cropY2=1186,1643.0,1613.0,1300.0,,,,
2367,Ilona Herlin,Herlin,ilona-herlin,no-pic-female,-9.662,56.0,"elevators, escalators",Manufacturing,F,Finland,1639104902515,,,1837.072,1749.0,1749.0,,1644.0,1613.0,1300.0,,,,
2368,Niranjan Hiranandani,Hiranandani,niranjan-hiranandani,niranjan-hiranandani,0.0,71.0,real estate,Real Estate,M,India,1639104902515,,,1533.193,2030.0,2030.0,//specials-images.forbesimg.com/imageserve/5e76981910380d0006fbb54f/416x416.jpg?background=000000&cropX1=498&cropX2=2965&cropY1=133&cropY2=2601,1645.0,1613.0,1300.0,,,,
2369,Hong Jie,Hong,hong-jie,no-pic,59.259,54.0,paint,Manufacturing,M,China,1639104902515,,,4977.849,619.0,619.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1646.0,1613.0,1300.0,,,,
2370,Drew Houston,Houston,drew-houston,drew-houston,-42.582,38.0,cloud storage service,Technology,M,United States,1639104902515,CA,California,1807.666,1777.0,1777.0,https://specials-images.forbesimg.com/imageserve/618e793ad4b8f4524893c0c6/416x416.jpg?background=000000&cropX1=686&cropX2=3354&cropY1=0&cropY2=2667,1647.0,1613.0,1300.0,"CEO, Dropbox",False,,
2371,Hu Gengxi,Hu,hu-gengxi,no-pic,39.181,57.0,Bio-Pharma,Healthcare,M,China,1639104902515,,,1265.365,2329.0,2329.0,,1648.0,1613.0,1300.0,,,,
2372,Hu Yangzhong,Hu,hu-yangzhong,no-pic,105.938,56.0,technology,Technology,M,China,1639104902515,,,2724.556,1231.0,1231.0,,1649.0,1613.0,1300.0,,,,
2373,"B. Wayne Hughes, Jr.",Hughes,b-wayne-hughes-jr,no-pic,-5.609,60.0,storage facilities,Real Estate,M,United States,1639104902515,CA,California,2103.449,1583.0,1583.0,,1650.0,1613.0,1300.0,,,,
2374,Archie Hwang,Hwang,archie-hwang,no-pic,-1.082,69.0,semiconductors,Technology,M,Taiwan,1639104902515,,,1442.263,2143.0,2143.0,https://specials-images.forbesimg.com/imageserve/609328168464e61f8f86a6b0/416x416.jpg?background=000000&cropX1=2&cropX2=800&cropY1=2&cropY2=800,1651.0,1613.0,1300.0,,,,
2375,Jiang Xuefei,Jiang,jiang-xuefei,no-pic,-34.476,52.0,printed circuit boards,Technology,M,China,1639104902515,,,1325.287,2261.0,2261.0,,1652.0,1613.0,1300.0,,,,
2376,Alexander Karp,Karp,alexander-karp,alexander-karp,-40.183,54.0,software firm,Technology,M,United States,1639104902515,CA,California,1654.615,1913.0,1913.0,//specials-images.forbesimg.com/imageserve/5a8eee0da7ea431690141ab3/416x416.jpg?background=000000&cropX1=914&cropX2=2463&cropY1=177&cropY2=1725,1653.0,1613.0,1300.0,"Cofounder and CEO, Palantir Technologies",False,,
2377,Eugene Kaspersky,Kaspersky,eugene-kaspersky,eugene-kaspersky,0.0,56.0,software,Technology,M,Russia,1639104902515,,,1214.0,2403.0,2403.0,//specials-images.forbesimg.com/imageserve/5e777c5ed8e1ae0007b72d26/416x416.jpg?background=000000&cropX1=1802&cropX2=4365&cropY1=14&cropY2=2576,1654.0,1613.0,1300.0,,,,
2378,Ke Xiping,Ke,ke-xiping,ke-xiping,-0.513,61.0,investments,Diversified,M,China,1639104902515,,,1529.536,2034.0,2034.0,//specials-images.forbesimg.com/imageserve/5e754b3507adf00006dbbff7/416x416.jpg?background=000000&cropX1=1518&cropX2=4117&cropY1=274&cropY2=2872,1655.0,1613.0,1300.0,,,,
2379,Sidney Kimmel,Kimmel,sidney-kimmel,sidney-kimmel,0.0,93.0,retail,Fashion & Retail,M,United States,1639104902515,NY,New York,1390.1,2189.0,2189.0,//specials-images.forbesimg.com/imageserve/5a908cca31358e79a28a1eb7/416x416.jpg?background=000000&cropX1=447&cropX2=2035&cropY1=57&cropY2=1646,1656.0,1613.0,1300.0,,,,
2380,Jim Koch,Koch,jim-koch,jim-koch,10.244,72.0,beer,Food & Beverage,M,United States,1639104902515,MA,Massachusetts,1925.313,1685.0,1685.0,//specials-images.forbesimg.com/imageserve/5e88df72c095010007bff054/416x416.jpg?background=000000&cropX1=720&cropX2=3383&cropY1=0&cropY2=2665,1657.0,1613.0,1300.0,,,,
2381,Koon Poh Keong,Koon,koon-poh-keong,no-pic,7.402,60.0,aluminum,Manufacturing,M,Malaysia,1639104902515,,,4334.076,735.0,735.0,//specials-images.forbesimg.com/imageserve/5e76f19110380d0006fbb941/416x416.jpg?background=000000&cropX1=1353&cropX2=3563&cropY1=471&cropY2=2682,1658.0,1613.0,1300.0,,,,
2382,Michael Krasny,Krasny,michael-krasny,michael-krasny,0.0,68.0,retail,Technology,M,United States,1639104902515,IL,Illinois,1253.601,2350.0,2350.0,//specials-images.forbesimg.com/imageserve/066ddf8d15e970b7c5b17d2962ac0b16/416x416.jpg?background=000000&cropX1=0&cropX2=788&cropY1=27&cropY2=815,1659.0,1613.0,1300.0,"President, Sawdust Investment Management Corp.",False,,
2383,Sebastian Kulczyk,Kulczyk,sebastian-kulczyk,no-pic,-10.837,41.0,diversified,Finance & Investments,M,Poland,1639104902515,,,1531.974,2032.0,2032.0,//specials-images.forbesimg.com/imageserve/5e770c39c7b02d000666d431/416x416.jpg?background=000000&cropX1=1829&cropX2=3974&cropY1=771&cropY2=2917,1660.0,1613.0,1300.0,,,,
2384,Kwek Leng Peck,Kwek,kwek-leng-peck,no-pic,0.0,65.0,diversified,Diversified,M,Singapore,1639104902515,,,1198.624,2419.0,2419.0,,1661.0,1613.0,1300.0,,,,
2385,Frank Laukien,Laukien,frank-laukien,no-pic,-60.573,61.0,scientific equipment,Manufacturing,M,United States,1639104902515,MA,Massachusetts,2979.243,1098.0,1098.0,,1662.0,1613.0,1300.0,,,,
2386,Manfredi Lefebvre d'Ovidio,Lefebvre d'Ovidio,manfredi-lefebvre-dovidio,no-pic,-3.484,68.0,cruises,Service,M,Italy,1639104902515,,,1039.19,2611.0,2611.0,//specials-images.forbesimg.com/imageserve/5e76d6bbd8e1ae0007b72611/416x416.jpg?background=000000&cropX1=335&cropX2=1658&cropY1=243&cropY2=1566,1663.0,1613.0,1300.0,,,,
2387,Peter Leibinger,Leibinger,peter-leibinger,peter-leibinger,0.0,54.0,machine tools,Manufacturing,M,Germany,1639104902515,,,2133.704,1564.0,1565.0,//specials-images.forbesimg.com/imageserve/5e7633eed8e1ae0007b71c6e/416x416.jpg?background=000000&cropX1=449&cropX2=2886&cropY1=0&cropY2=2437,1664.0,1613.0,1300.0,,,,
2388,Regine Leibinger,Leibinger,regine-leibinger,regine-leibinger,0.0,58.0,machine tools,Manufacturing,F,Germany,1639104902515,,,2133.704,1564.0,1566.0,//specials-images.forbesimg.com/imageserve/5e7634a510380d0006fbadd5/416x416.jpg?background=000000&cropX1=1306&cropX2=3976&cropY1=0&cropY2=2668,1665.0,1613.0,1300.0,,,,
2389,Li Fengluan,Li,li-fengluan,no-pic-female,17.051,59.0,"steel, diversified",Diversified,F,China,1639104902515,,,1182.832,2434.0,2434.0,,1666.0,1613.0,1300.0,,,,
2390,Li Tan,Li,li-tan,no-pic-female,18.677,56.0,pharmaceuticals,Healthcare,F,China,1639104902515,,,1191.592,2427.0,2427.0,,1667.0,1613.0,1300.0,,,,
2391,Lim Oon Kuin,Lim,lim-oon-kuin,no-pic,,77.0,oil trading,Energy,M,Singapore,1588726760111,,,,,,//specials-images.forbesimg.com/imageserve/5c71edaa31358e35dd26fb85/416x416.jpg?background=000000&cropX1=593&cropX2=1087&cropY1=96&cropY2=590,1668.0,1613.0,1300.0,,,,
2392,Lim Wee Chai,Lim,lim-wee-chai,lim-wee-chai,-5.259,63.0,rubber gloves,Manufacturing,M,Malaysia,1639104902515,,,1705.583,1866.0,1866.0,https://specials-images.forbesimg.com/imageserve/60b132b51bb4128025ec4356/416x416.jpg?background=000000&cropX1=231&cropX2=1160&cropY1=504&cropY2=1434,1669.0,1613.0,1300.0,,,,
2393,Louise Lindh,Lindh,louise-lindh,no-pic-female,-23.75,42.0,investments,Diversified,F,Sweden,1639104902515,,,1949.06,1672.0,1672.0,//specials-images.forbesimg.com/imageserve/5c722adda7ea431000435207/416x416.jpg?background=000000&cropX1=0&cropX2=2047&cropY1=166&cropY2=2214,1670.0,1613.0,1300.0,,,,
2394,Liu Yachao,Liu,liu-yachao,no-pic,,40.0,education,Service,M,China,1604523240547,,,,,,,1671.0,1613.0,1300.0,,,,
2395,Ma Fei,Ma,ma-fei,no-pic,23.64,53.0,electronics components,Technology,M,China,1639104902515,,,1089.235,2561.0,2561.0,,1672.0,1613.0,1300.0,,,,
2396,Melissa Ma,Ma,melissa-ma-1,no-pic-female,-3.624,51.0,internet search,Technology,F,China,1639104902515,,,2321.519,1444.0,1444.0,//specials-images.forbesimg.com/imageserve/5c6e95c04bbe6f2fbddc4d4d/416x416.jpg?background=000000&cropX1=992&cropX2=4080&cropY1=0&cropY2=3085,1673.0,1613.0,1300.0,,,,
2397,Duncan MacMillan,MacMillan,duncan-macmillan,no-pic,0.0,83.0,Bloomberg LP,Finance & Investments,M,United States,1639104902515,NJ,New Jersey,1486.0,2093.0,2093.0,//specials-images.forbesimg.com/imageserve/5a971bb731358e79a28a995c/416x416.jpg?background=000000&cropX1=1&cropX2=210&cropY1=7&cropY2=216,1674.0,1613.0,1300.0,,,,
2398,Sarah MacMillan,MacMillan,sarah-macmillan,no-pic-female,0.0,67.0,Cargill,Food & Beverage,F,United States,1639104902515,CA,California,2204.216,1516.0,1518.0,,1675.0,1613.0,1300.0,,,,
2399,Kishore Mariwala,Mariwala,kishore-mariwala,no-pic,1.894,86.0,consumer goods,Food & Beverage,M,India,1639104902515,,,2631.544,1288.0,1288.0,//specials-images.forbesimg.com/imageserve/5a7f296031358e4955ad19b8/416x416.jpg?background=000000&cropX1=371&cropX2=890&cropY1=30&cropY2=549,1676.0,1613.0,1300.0,,,,
2400,John Martin,Martin,john-martin,no-pic,,70.0,pharmaceuticals,Healthcare,M,United States,1619051047247,CA,California,,,,//specials-images.forbesimg.com/imageserve/5a90aff34bbe6f0fa8266ba5/416x416.jpg?background=000000&cropX1=0&cropX2=1872&cropY1=147&cropY2=2020,1677.0,1613.0,1300.0,,,,
2401,Terence (Terry) Matthews,Matthews,terence-terry-matthews,no-pic,0.158,78.0,telecom,Telecom,M,Canada,1639104902515,,,1437.46,2148.0,2148.0,//specials-images.forbesimg.com/imageserve/5e744a872a573300068fcda0/416x416.jpg?background=000000&cropX1=546&cropX2=2621&cropY1=58&cropY2=2134,1678.0,1613.0,1300.0,,,,
2402,Lachhman Das Mittal,Mittal,lachhman-das-mittal,lachhman-das-mittal,0.0,91.0,tractors,Automotive,M,India,1639104902515,,,2821.177,1170.0,1170.0,https://specials-images.forbesimg.com/imageserve/59cc1536a7ea434a34f46d14/416x416.jpg?background=000000&cropX1=918&cropX2=1964&cropY1=133&cropY2=1180,1679.0,1613.0,1300.0,,,,
2403,Mario Moretti Polegato,Moretti Polegato,mario-moretti-polegato,mario-moretti-polegato,-1.671,69.0,shoes,Fashion & Retail,M,Italy,1639104902515,,,1563.05,2004.0,2004.0,//specials-images.forbesimg.com/imageserve/5e76d77810380d0006fbb83d/416x416.jpg?background=000000&cropX1=19&cropX2=1101&cropY1=33&cropY2=1116,1680.0,1613.0,1300.0,,,,
2404,Yoshiko Mori,Mori,yoshiko-mori,yoshiko-mori,0.0,81.0,real estate,Real Estate,F,Japan,1639104902515,,,1216.649,2398.0,2398.0,//specials-images.forbesimg.com/imageserve/5ca6813f31358e76a32f7d32/416x416.jpg?background=000000&cropX1=2098&cropX2=4007&cropY1=1776&cropY2=3684,1681.0,1613.0,1300.0,,,,
2405,Craig Newmark,Newmark,craig-newmark,no-pic,,69.0,Craigslist,Technology,M,United States,1586220825068,CA,California,,,,//specials-images.forbesimg.com/imageserve/59079b82a7ea437ada26cf0a/416x416.jpg?background=000000&cropX1=0&cropX2=2148&cropY1=201&cropY2=2348,1682.0,1613.0,1300.0,,,,
2406,Oei Hong Leong,Oei,oei-hong-leong,oei-hong-leong,0.708,73.0,investments,Finance & Investments,M,Singapore,1639104902515,,,1894.388,1707.0,1707.0,https://specials-images.forbesimg.com/imageserve/61115a5bd5d51f7f93419c4e/416x416.jpg?background=000000&cropX1=0&cropX2=671&cropY1=0&cropY2=671,1683.0,1613.0,1300.0,,,,
2407,Kazuo Okada,Okada,kazuo-okada,kazuo-okada,25.337,79.0,casinos,Gambling & Casinos,M,Japan,1639104902515,,,1623.094,1940.0,1940.0,//specials-images.forbesimg.com/imageserve/5e76de6610380d0006fbb8b7/416x416.jpg?background=000000&cropX1=0&cropX2=2450&cropY1=0&cropY2=2449,1684.0,1613.0,1300.0,,,,
2408,Erik Paulsson,Paulsson,erik-paulsson,no-pic,7.901,79.0,"construction, real estate",Real Estate,M,Sweden,1639104902515,,,2690.581,1256.0,1256.0,//specials-images.forbesimg.com/imageserve/5e77c50910380d0006fbc5fa/416x416.jpg?background=000000&cropX1=620&cropX2=2401&cropY1=0&cropY2=1780,1685.0,1613.0,1300.0,,,,
2409,Victor Pinchuk,Pinchuk,victor-pinchuk,victor-pinchuk,0.0,60.0,"steel pipes, diversified",Metals & Mining,M,Ukraine,1639104902515,,,2425.04,1393.0,1393.0,//specials-images.forbesimg.com/imageserve/5c7265fb31358e35dd2701b5/416x416.jpg?background=000000&cropX1=1368&cropX2=4268&cropY1=156&cropY2=3054,1686.0,1613.0,1300.0,,,,
